customer_id,age,tenure_months,monthly_spend,support_tickets,satisfaction_score,channel,issue_type,resolved,churn_risk,priority
C0949,67,56,20.0,1,1,store,account,1,0.023,critical
C0950,32,13,71.25,0,5,web,technical,0,0.948,critical
C0951,22,60,58.46,2,2,web,billing,1,0.446,critical
C0952,33,64,145.15,3,2,app,technical,1,0.905,critical
C0953,49,7,30.4,3,3,web,account,0,0.788,high
C0954,40,34,39.55,1,1,app,technical,1,0.901,critical
C0955,58,59,128.85,1,5,call,product,1,0.833,critical
C0956,49,34,137.49,1,4,store,account,1,0.974,critical
C0957,38,60,63.93,0,1,web,account,0,0.629,critical
C0958,51,67,67.88,4,1,web,account,1,0.227,critical
C0959,68,34,111.57,2,1,web,product,1,0.39,critical
C0960,39,5,20.0,4,5,store,technical,1,0.752,high
C0961,25,25,24.86,0,3,app,account,1,0.157,medium
C0962,39,16,80.17,2,4,app,billing,0,0.93,critical
C0963,61,34,144.25,2,1,web,billing,1,0.205,critical
C0964,29,42,74.75,0,2,web,account,1,0.876,critical
C0965,67,33,93.53,0,3,web,product,1,0.484,medium
C0966,48,14,129.68,1,2,app,technical,0,0.841,critical
C0967,49,22,163.74,4,4,web,billing,1,0.958,critical
C0968,34,49,69.81,3,5,web,technical,1,0.422,high
C0969,65,2,89.41,1,2,call,account,1,0.697,critical
C0970,19,16,153.77,2,4,store,product,1,0.227,medium
C0971,33,64,36.72,0,5,web,technical,1,0.801,critical
C0972,39,8,125.97,2,5,call,product,1,0.82,critical
C0973,42,30,54.36,2,1,web,account,1,0.295,critical
C0974,42,15,93.59,2,1,web,account,1,0.024,critical
C0975,25,8,81.51,1,5,web,technical,1,0.431,medium
C0976,29,31,56.47,0,5,web,product,1,0.17,medium
C0977,22,38,55.59,2,2,app,billing,1,0.819,critical
C0978,47,13,99.67,2,3,store,technical,1,0.261,medium
C0979,36,6,124.84,1,3,call,billing,1,0.944,critical
C0980,47,10,85.46,3,4,web,technical,0,0.972,critical
C0981,48,47,92.45,2,4,call,product,1,0.909,critical
C0982,54,62,109.99,1,2,app,technical,0,0.6,critical
C0983,46,13,55.99,5,5,web,billing,1,0.267,high
C0984,51,23,115.89,2,1,app,billing,1,0.807,critical
C0985,48,25,118.68,1,1,call,billing,0,0.702,critical
C0986,51,26,181.13,4,5,call,product,1,0.977,critical
C0987,50,18,76.84,1,1,web,billing,1,0.377,critical
C0988,34,4,73.97,0,5,call,billing,1,0.059,medium
C0989,30,38,116.91,2,2,store,account,1,0.998,critical
C0990,58,26,118.67,0,2,app,billing,0,0.838,critical
C0991,35,25,71.27,1,1,app,account,1,0.221,critical
C0992,46,19,75.89,0,5,web,product,1,0.726,medium
C0993,28,66,108.94,1,2,app,product,1,0.001,critical
C0994,40,44,61.03,3,1,app,product,1,0.558,critical
C0995,45,30,75.63,1,3,store,billing,0,0.363,medium
C0996,50,15,93.14,2,1,web,account,1,0.381,critical
C0997,45,57,124.86,1,4,web,account,0,0.245,medium
C0998,36,64,68.84,1,1,web,technical,1,0.275,critical
C0999,68,3,25.52,4,3,web,product,1,0.455,high
C1000,44,67,22.92,5,2,app,technical,1,0.248,critical
C1001,60,50,45.92,1,1,web,account,1,0.466,critical
C1002,56,8,44.04,1,1,call,account,1,0.577,critical
C1003,47,54,84.59,0,3,call,billing,1,0.711,medium
C1004,64,8,48.39,4,2,call,account,1,0.677,critical
C1005,24,4,65.4,4,1,web,account,0,0.242,critical
C1006,65,9,62.91,4,1,store,product,1,0.039,critical
C1007,62,33,74.58,3,5,call,billing,1,0.833,critical
C1008,44,44,136.29,2,4,store,account,1,0.872,critical
C1009,56,29,113.17,3,4,web,product,1,0.979,critical
C1010,45,9,90.56,3,5,call,technical,0,0.96,critical
C1011,31,15,73.86,2,1,web,account,1,0.634,critical
C1012,59,61,74.84,1,4,store,product,1,0.894,critical
C1013,30,69,101.47,0,4,store,account,1,0.448,medium
C1014,34,54,110.45,2,2,web,product,1,0.787,critical
C1015,45,8,58.23,4,3,app,billing,1,0.955,critical
C1016,61,59,91.28,1,4,web,account,1,0.796,medium
C1017,37,50,20.0,2,4,app,product,1,0.416,medium
C1018,43,38,97.41,0,2,app,technical,1,0.378,critical
C1019,20,11,116.68,1,4,web,technical,1,0.292,medium
C1020,24,71,80.2,3,4,web,billing,1,0.367,high
C1021,20,32,153.58,1,1,web,product,1,0.821,critical
C1022,21,4,59.16,2,3,app,technical,1,0.702,medium
C1023,63,15,97.61,1,3,call,account,1,0.25,medium
C1024,61,29,88.75,1,2,web,account,0,0.712,critical
C1025,60,5,86.49,1,1,store,product,1,0.379,critical
C1026,20,23,86.0,2,1,web,billing,1,0.558,critical
C1027,22,34,93.75,4,4,store,product,1,0.37,high
C1028,32,68,119.68,1,5,store,billing,1,0.522,medium
C1029,47,7,138.22,4,3,web,account,1,0.73,high
C1030,35,41,89.92,1,5,app,technical,1,0.731,medium
C1031,43,66,118.54,2,5,web,account,1,0.753,medium
C1032,26,58,65.44,5,4,store,technical,1,0.391,high
C1033,56,66,116.81,4,3,call,billing,1,0.69,high
C1034,34,13,63.33,0,5,app,account,1,0.239,medium
C1035,21,57,128.17,2,4,store,technical,1,0.477,medium
C1036,56,70,167.37,1,5,app,account,1,0.583,medium
C1037,64,24,85.73,3,5,web,account,0,0.686,high
C1038,18,36,20.0,1,1,app,technical,1,0.912,critical
C1039,40,38,70.82,0,4,web,technical,1,0.305,medium
C1040,61,36,133.12,1,4,call,product,0,0.845,critical
C1041,54,21,109.36,1,5,web,account,1,0.311,medium
C1042,62,69,98.71,0,2,app,account,1,0.552,critical
C1043,39,68,125.3,2,5,app,technical,1,0.828,critical
C1044,37,28,106.96,1,3,store,product,1,0.723,medium
C1045,54,58,132.62,2,2,store,billing,1,0.863,critical
C1046,25,29,122.18,0,1,store,product,1,0.815,critical
C1047,30,57,143.26,4,2,web,account,1,0.276,critical
C1048,49,42,102.56,5,5,call,account,0,0.993,critical
C1049,52,34,121.68,5,4,call,technical,1,0.937,critical
C1050,24,10,79.25,2,4,store,technical,1,0.43,medium
C1051,44,47,68.95,1,5,web,billing,1,0.047,medium
C1052,36,23,149.74,4,2,app,billing,1,0.303,critical
C1053,44,16,97.57,3,4,web,technical,1,0.836,critical
C1054,67,14,118.17,3,2,call,account,1,0.951,critical
C1055,21,70,94.33,2,5,web,technical,1,0.832,critical
C1056,69,8,69.47,1,3,web,technical,0,0.397,medium
C1057,41,57,90.38,1,5,web,product,1,0.057,medium
C1058,58,62,140.26,3,4,web,billing,1,0.518,high
C1059,40,3,109.43,3,4,call,billing,1,0.376,high
C1060,34,42,30.1,3,5,store,account,1,0.123,high
C1061,58,41,82.47,1,4,call,billing,1,0.106,medium
C1062,53,26,152.38,4,2,call,technical,1,0.153,critical
C1063,25,48,82.52,6,3,web,product,1,0.206,high
C1064,54,30,26.98,2,3,web,billing,1,0.754,medium
C1065,57,32,156.26,3,1,call,billing,0,0.382,critical
C1066,38,31,113.88,2,3,call,billing,1,0.437,medium
C1067,66,57,87.55,1,3,store,technical,1,0.598,medium
C1068,51,45,77.0,3,2,web,account,1,0.96,critical
C1069,35,27,127.88,3,1,app,technical,1,0.756,critical
C1070,18,66,71.03,3,3,web,technical,0,0.646,high
C1071,53,57,130.19,2,3,call,technical,1,0.744,medium
C1072,28,67,108.98,5,1,web,account,1,0.719,critical
C1073,57,52,98.56,2,4,call,billing,0,0.69,medium
C1074,45,28,95.09,2,1,store,account,1,0.496,critical
C1075,42,55,83.88,2,1,call,technical,1,0.567,critical
C1076,26,24,126.6,3,3,web,account,1,0.461,high
C1077,54,20,59.71,2,2,store,technical,1,0.395,critical
C1078,26,33,33.23,1,5,web,billing,1,0.271,medium
C1079,39,69,111.51,1,1,call,technical,0,0.355,critical
C1080,61,41,112.09,3,2,web,billing,1,0.429,critical
C1081,65,28,106.81,1,4,web,product,1,0.579,medium
C1082,69,33,104.27,4,2,call,product,1,0.5,critical
C1083,67,21,78.78,1,5,web,product,1,0.108,medium
C1084,46,47,117.56,3,4,web,billing,1,0.34,high
C1085,28,25,88.41,2,5,app,product,1,0.376,medium
C1086,61,40,72.95,0,5,app,technical,1,0.707,medium
C1087,59,27,79.08,1,1,app,account,1,0.333,critical
C1088,69,23,160.72,1,3,web,product,1,0.008,medium
C1089,51,69,29.28,2,4,store,product,1,0.084,medium
C1090,25,25,107.49,3,1,call,account,1,0.497,critical
C1091,44,6,31.23,3,3,web,product,1,0.188,high
C1092,41,27,86.21,4,4,call,product,1,0.495,high
C1093,61,38,74.82,4,4,web,billing,0,0.574,high
C1094,38,7,20.0,2,3,app,product,1,0.933,critical
C1095,35,22,103.62,4,5,call,technical,1,0.656,high
C1096,22,12,76.7,3,4,store,billing,1,0.031,high
C1097,61,36,20.0,3,1,store,account,1,0.381,critical
C1098,57,52,119.38,6,2,web,billing,0,0.793,critical
C1099,20,69,140.23,1,5,web,product,1,0.261,medium
C1100,40,28,142.15,2,1,call,billing,1,0.925,critical
C1101,42,62,102.56,3,1,store,technical,1,0.529,critical
C1102,42,16,91.61,4,2,store,account,1,0.092,critical
C1103,65,56,136.49,0,5,web,billing,0,0.242,medium
C1104,25,40,148.88,4,4,call,product,0,0.906,critical
C1105,33,54,129.67,1,1,web,product,1,0.991,critical
C1106,27,54,57.05,2,2,web,account,1,0.863,critical
C1107,30,38,97.05,3,5,app,billing,1,0.321,high
C1108,65,19,105.38,2,2,store,product,1,0.769,critical
C1109,66,38,26.66,1,3,store,technical,0,0.222,medium
C1110,20,59,106.43,3,3,app,technical,1,0.385,high
C1111,50,69,169.55,2,4,web,technical,0,0.697,medium
C1112,30,66,112.4,3,4,app,technical,1,0.969,critical
C1113,28,13,141.57,3,5,call,technical,1,0.439,high
C1114,33,43,96.4,1,1,call,billing,1,0.496,critical
C1115,28,8,87.44,2,3,web,technical,1,0.22,medium
C1116,43,48,103.34,1,4,web,product,1,0.403,medium
C1117,69,71,61.45,3,3,store,technical,1,0.063,high
C1118,48,4,56.27,1,4,web,billing,1,0.859,critical
C1119,55,47,134.32,1,4,web,technical,1,0.023,medium
C1120,43,68,138.03,3,2,store,technical,1,0.684,critical
C1121,18,61,55.31,3,1,call,product,0,0.273,critical
C1122,22,28,123.88,0,5,web,account,1,0.476,medium
C1123,31,8,86.96,3,5,call,product,1,0.282,high
C1124,30,66,101.89,2,5,app,product,1,0.4,medium
C1125,61,66,106.11,1,2,call,billing,1,0.547,critical
C1126,61,42,124.8,2,2,call,account,0,0.641,critical
C1127,62,70,92.9,1,2,call,technical,1,0.94,critical
C1128,51,1,139.36,1,1,web,technical,1,0.332,critical
C1129,46,44,100.83,4,1,web,billing,1,0.585,critical
C1130,51,3,111.85,5,2,app,billing,1,0.902,critical
C1131,39,67,60.84,3,5,call,product,1,0.29,high
C1132,52,49,165.55,5,2,call,billing,1,0.865,critical
C1133,59,65,106.44,2,3,app,billing,1,0.958,critical
C1134,57,40,114.95,3,3,web,billing,0,0.847,critical
C1135,49,6,33.71,4,2,web,account,1,0.57,critical
C1136,21,2,61.21,1,5,call,product,1,0.722,medium
C1137,55,24,133.33,0,1,web,account,1,0.481,critical
C1138,37,53,100.04,1,5,store,account,1,0.597,medium
C1139,56,11,23.02,1,4,app,account,1,0.974,critical
C1140,46,61,126.34,2,2,call,technical,1,0.251,critical
C1141,63,18,70.97,2,4,web,billing,1,0.793,medium
C1142,35,36,139.4,0,3,call,technical,1,0.506,medium
C1143,66,15,86.93,2,5,web,billing,1,0.177,medium
C1144,61,34,97.16,1,1,app,product,1,0.644,critical
C1145,35,33,131.26,1,1,web,billing,1,0.792,critical
C1146,43,1,58.59,2,3,app,billing,1,0.569,medium
C1147,45,41,55.25,2,5,store,product,0,0.837,critical
C1148,57,56,83.12,1,1,store,billing,1,0.366,critical
C1149,53,67,118.95,3,4,store,billing,1,0.914,critical
C1150,62,24,43.42,2,5,web,billing,1,0.648,medium
C1151,37,63,31.62,3,3,store,product,1,0.803,critical
C1152,44,63,118.83,1,5,app,billing,1,0.273,medium
C1153,40,71,68.9,2,4,app,billing,1,0.446,medium
C1154,65,27,76.27,2,2,web,billing,1,0.91,critical
C1155,33,61,25.01,1,5,call,product,1,0.051,medium
C1156,48,41,66.24,0,4,app,billing,1,0.404,medium
C1157,24,5,89.74,0,1,app,billing,1,0.78,critical
C1158,62,20,122.56,5,3,store,account,1,0.744,high
C1159,37,48,63.01,4,4,web,account,1,0.852,critical
C1160,35,12,148.01,3,5,app,billing,0,0.739,high
C1161,48,31,66.04,4,4,web,billing,1,0.947,critical
C1162,43,56,66.09,2,3,web,billing,0,0.498,medium
C1163,62,11,143.81,2,2,call,product,1,0.624,critical
C1164,45,36,97.4,1,1,web,billing,1,0.848,critical
C1165,44,16,70.68,2,1,app,account,1,0.702,critical
C1166,23,39,84.57,5,4,web,account,1,0.102,high
C1167,19,18,137.36,4,5,call,product,1,0.367,high
C1168,38,69,141.32,1,1,app,billing,1,0.553,critical
C1169,69,6,61.41,3,4,app,account,1,0.755,high
C1170,65,69,88.51,1,3,app,product,1,0.544,medium
C1171,50,57,93.16,2,1,app,product,0,0.778,critical
C1172,50,61,55.48,2,2,web,billing,1,0.838,critical
C1173,38,61,88.05,2,2,app,product,0,0.265,critical
C1174,27,14,90.19,2,4,app,account,1,0.616,medium
C1175,18,67,129.91,2,2,store,account,1,0.557,critical
C1176,35,43,132.26,6,5,store,product,1,0.227,high
C1177,34,69,78.48,2,2,web,technical,1,0.49,critical
C1178,27,63,82.51,1,1,store,technical,1,0.549,critical
C1179,31,42,113.25,1,1,call,product,1,0.817,critical
C1180,19,27,69.52,3,3,store,account,1,0.461,high
C1181,49,9,110.6,3,3,store,product,1,0.081,high
C1182,66,8,86.92,1,4,store,billing,0,0.487,medium
C1183,53,28,56.07,3,3,web,billing,1,0.838,critical
C1184,41,58,56.51,1,1,app,product,1,0.571,critical
C1185,39,36,140.65,0,2,web,account,1,0.319,critical
C1186,33,35,84.53,0,3,web,billing,1,0.921,critical
C1187,25,18,147.41,0,2,web,technical,1,0.156,critical
C1188,49,41,72.02,3,4,app,account,1,0.327,high
C1189,47,46,100.19,0,5,app,technical,1,0.437,medium
C1190,18,70,173.74,3,2,web,billing,1,0.738,critical
C1191,39,52,52.99,0,3,web,technical,1,0.836,critical
C1192,32,44,23.58,3,5,store,technical,1,0.059,high
C1193,26,65,135.03,0,2,web,billing,1,0.792,critical
C1194,54,31,61.06,4,3,call,product,0,0.721,high
C1195,45,67,89.28,4,2,web,product,1,0.895,critical
C1196,50,27,69.49,4,4,store,product,1,0.9,critical
C1197,55,10,99.39,2,4,web,product,0,0.778,medium
C1198,69,30,56.73,2,1,store,billing,1,0.19,critical
C1199,59,10,83.7,1,1,store,billing,1,0.314,critical
C1200,50,9,105.74,3,1,web,billing,1,0.936,critical
C1201,63,63,54.71,3,1,web,billing,1,0.598,critical
C1202,42,57,65.5,5,1,web,product,1,0.539,critical
C1203,69,16,77.84,1,4,web,billing,1,0.916,critical
C1204,57,60,39.99,3,5,app,product,1,0.874,critical
C1205,51,5,75.21,6,3,web,billing,1,0.727,high
C1206,64,21,94.16,1,5,web,billing,1,0.882,critical
C1207,44,51,76.02,0,4,web,billing,0,0.114,medium
C1208,55,22,80.5,1,5,call,technical,1,0.758,medium
C1209,32,52,89.3,2,4,app,product,1,0.966,critical
C1210,68,63,67.05,4,1,call,account,1,0.049,critical
C1211,50,5,114.19,2,3,call,billing,1,0.223,medium
C1212,58,2,140.26,5,3,app,product,1,0.794,high
C1213,41,67,73.75,2,4,store,product,1,0.52,medium
C1214,63,37,106.98,0,4,app,technical,1,0.087,medium
C1215,21,36,81.61,6,1,call,billing,1,0.268,critical
C1216,23,33,102.79,1,4,web,billing,1,0.324,medium
C1217,44,31,144.8,1,5,store,billing,1,0.321,medium
C1218,56,49,107.8,3,1,web,account,1,0.878,critical
C1219,60,42,27.93,2,3,web,technical,1,0.662,medium
C1220,40,12,105.89,1,5,app,technical,1,0.735,medium
C1221,51,45,133.15,1,1,web,product,1,0.014,critical
C1222,46,48,82.24,1,1,call,technical,1,0.428,critical
C1223,67,9,124.85,1,5,app,product,1,0.318,medium
C1224,52,27,65.85,2,1,store,billing,1,0.852,critical
C1225,39,57,38.01,1,4,web,technical,0,0.954,critical
C1226,68,44,94.94,4,5,call,billing,1,0.423,high
C1227,23,10,28.52,1,3,app,billing,1,0.973,critical
C1228,69,3,81.61,1,3,web,billing,0,0.014,medium
C1229,26,42,135.04,2,3,web,product,1,0.326,medium
C1230,32,33,23.16,0,2,call,product,1,0.775,critical
C1231,60,69,45.22,5,2,app,product,1,0.36,critical
C1232,56,38,53.88,2,3,web,billing,0,0.921,critical
C1233,68,67,87.78,2,5,web,account,1,0.218,medium
C1234,56,16,77.2,1,5,app,billing,1,0.796,medium
C1235,51,32,138.97,2,5,web,account,0,0.202,medium
C1236,36,10,123.4,3,1,web,product,1,0.197,critical
C1237,18,41,107.33,2,2,store,product,0,0.446,critical
C1238,24,14,95.1,6,4,web,technical,1,0.945,critical
C1239,33,35,103.76,5,3,web,product,0,0.585,high
C1240,20,25,59.83,3,2,call,product,1,0.635,critical
C1241,44,14,120.0,2,2,call,billing,1,0.01,critical
C1242,58,7,51.08,1,1,store,product,0,0.057,critical
C1243,68,37,119.24,3,2,web,billing,1,0.067,critical
C1244,43,68,131.51,6,3,store,technical,1,0.82,critical
C1245,63,15,97.38,0,3,call,product,1,0.237,medium
C1246,69,29,83.83,2,3,app,account,0,0.329,medium
C1247,62,16,104.01,3,2,call,technical,1,0.61,critical
C1248,42,58,20.0,6,2,call,billing,0,0.584,critical
C1249,34,30,100.58,3,5,app,technical,1,0.411,high
C1250,68,70,86.03,3,3,app,billing,1,0.004,high
C1251,30,18,88.23,1,2,web,technical,1,0.45,critical
C1252,39,6,114.73,1,4,app,technical,0,0.739,medium
C1253,21,42,87.38,2,3,app,product,1,0.235,medium
C1254,59,47,50.09,3,3,web,billing,1,0.708,high
C1255,51,71,85.05,3,2,web,billing,1,0.015,critical
C1256,22,62,92.36,3,4,call,technical,0,0.908,critical
C1257,29,63,94.02,4,1,store,billing,1,0.95,critical
C1258,46,46,95.67,2,5,call,billing,1,0.002,medium
C1259,46,26,126.38,0,3,store,technical,1,0.458,medium
C1260,59,31,51.99,0,3,web,technical,1,0.414,medium
C1261,31,10,96.15,1,2,web,billing,1,0.842,critical
C1262,66,31,135.15,5,3,app,product,0,0.541,high
C1263,41,26,29.29,7,4,web,account,1,0.611,high
C1264,60,3,96.29,1,3,call,technical,1,0.203,medium
C1265,30,15,69.51,0,1,web,billing,1,0.077,critical
C1266,19,38,77.03,1,3,store,billing,1,0.692,medium
C1267,20,27,58.33,1,2,store,billing,1,0.621,critical
C1268,37,71,84.07,3,1,web,product,1,0.832,critical
C1269,67,34,154.44,0,5,call,product,1,0.845,critical
C1270,20,69,45.74,0,2,call,billing,1,0.631,critical
C1271,37,47,49.06,4,3,web,billing,1,0.538,high
C1272,23,3,44.43,0,1,web,technical,1,0.914,critical
C1273,66,15,150.46,2,2,call,technical,1,0.801,critical
C1274,53,51,73.82,2,2,call,account,1,0.882,critical
C1275,57,39,89.1,1,1,store,billing,1,0.996,critical
C1276,55,22,75.9,1,5,call,billing,1,0.404,medium
C1277,52,38,56.95,1,2,web,technical,1,0.717,critical
C1278,58,65,81.77,4,3,web,billing,1,0.688,high
C1279,18,28,176.04,0,3,call,billing,1,0.174,medium
C1280,63,4,138.72,3,3,call,technical,1,0.637,high
C1281,56,23,60.15,2,3,app,technical,1,0.428,medium
C1282,56,67,112.67,2,3,web,billing,1,0.451,medium
C1283,38,55,60.9,1,1,store,product,1,0.18,critical
C1284,59,60,27.83,2,4,call,technical,1,0.745,medium
C1285,37,65,125.68,2,1,web,billing,1,0.698,critical
C1286,20,9,130.6,0,3,store,account,1,0.532,medium
C1287,65,21,126.61,1,2,call,billing,1,0.157,critical
C1288,30,5,73.55,4,3,web,account,1,0.557,high
C1289,23,1,84.16,2,1,web,account,1,0.1,critical
C1290,50,60,116.24,3,4,web,technical,1,0.339,high
C1291,30,67,103.7,2,3,app,billing,1,0.372,medium
C1292,62,12,76.22,4,1,web,account,1,0.883,critical
C1293,41,52,33.33,3,1,web,technical,1,0.416,critical
C1294,18,38,93.99,1,3,web,billing,1,0.598,medium
C1295,67,5,127.77,5,4,web,product,1,0.875,critical
C1296,44,66,48.08,2,3,web,technical,1,0.426,medium
C1297,31,62,112.36,0,4,call,account,1,0.884,critical
C1298,53,41,101.6,1,4,web,product,0,0.136,medium
C1299,45,51,116.26,1,5,web,account,1,0.365,medium
C1300,19,29,120.52,1,5,web,product,1,0.095,medium
C1301,57,57,65.69,3,5,store,product,1,0.561,high
C1302,38,32,33.41,6,4,web,technical,0,0.957,critical
C1303,54,71,71.33,2,3,call,account,1,0.657,medium
C1304,64,5,121.12,1,3,call,account,1,0.626,medium
C1305,49,13,71.03,4,4,call,account,1,0.278,high
C1306,52,69,65.71,3,1,web,product,1,0.931,critical
C1307,31,21,26.25,1,4,app,product,1,0.472,medium
C1308,30,23,151.34,2,3,call,billing,0,0.267,medium
C1309,39,57,118.9,1,3,web,account,0,0.988,critical
C1310,62,14,116.95,2,5,store,billing,0,0.423,medium
C1311,45,37,123.87,2,4,call,billing,1,0.371,medium
C1312,36,21,110.18,5,5,web,technical,1,0.035,high
C1313,58,15,81.45,8,5,web,product,1,0.178,high
C1314,62,69,84.27,1,5,call,product,1,0.809,critical
C1315,64,15,75.04,4,2,web,billing,1,0.483,critical
C1316,33,7,182.22,2,1,app,billing,1,0.955,critical
C1317,54,48,109.46,0,2,web,billing,1,0.084,critical
C1318,48,62,73.77,4,4,web,technical,0,0.616,high
C1319,41,10,106.29,0,5,web,billing,0,0.72,medium
C1320,38,51,54.62,2,5,web,product,1,0.621,medium
C1321,23,39,142.66,1,4,app,billing,1,0.53,medium
C1322,32,59,66.86,2,4,app,technical,1,0.578,medium
C1323,46,10,107.54,0,5,app,technical,1,0.69,medium
C1324,64,70,127.31,1,4,store,technical,1,0.863,critical
C1325,63,44,103.47,1,1,store,account,1,0.336,critical
C1326,27,60,93.31,2,3,web,billing,1,0.46,medium
C1327,53,26,90.38,4,2,web,technical,0,0.636,critical
C1328,22,67,88.02,4,4,app,product,0,0.314,high
C1329,53,45,69.82,0,4,store,billing,1,0.179,medium
C1330,35,10,74.27,4,2,store,account,1,0.966,critical
C1331,41,66,141.79,1,2,store,account,1,0.195,critical
C1332,55,57,86.2,5,1,call,product,1,0.233,critical
C1333,40,22,62.5,3,2,web,account,1,0.619,critical
C1334,59,39,71.93,1,5,call,technical,1,0.077,medium
C1335,45,28,128.51,1,4,call,technical,1,0.034,medium
C1336,69,39,113.65,1,5,app,billing,1,0.064,medium
C1337,51,69,109.61,0,5,web,billing,1,0.123,medium
C1338,33,64,80.99,1,5,web,billing,0,0.429,medium
C1339,58,16,110.07,2,1,store,technical,1,0.829,critical
C1340,39,69,67.48,1,2,app,technical,1,0.342,critical
C1341,45,32,80.91,3,1,app,billing,0,0.428,critical
C1342,25,51,123.94,3,1,store,product,1,0.6,critical
C1343,24,55,120.6,5,2,web,billing,1,0.302,critical
C1344,47,35,55.63,5,2,web,technical,0,0.433,critical
C1345,27,33,60.06,1,1,call,billing,1,0.386,critical
C1346,69,33,93.8,3,5,web,product,1,0.342,high
C1347,62,62,150.41,3,3,store,technical,1,0.388,high
C1348,54,28,22.96,1,4,app,product,1,0.011,medium
C1349,56,20,99.74,3,4,web,billing,1,0.886,critical
C1350,48,26,41.84,2,5,web,technical,1,0.977,critical
C1351,21,14,67.8,3,1,web,account,1,0.862,critical
C1352,38,28,77.25,4,2,web,billing,1,0.006,critical
C1353,43,9,75.28,1,2,call,technical,0,0.751,critical
C1354,65,7,71.32,3,3,web,billing,1,0.573,high
C1355,29,52,90.25,1,3,web,billing,1,0.094,medium
C1356,43,6,71.27,1,4,web,technical,0,0.933,critical
C1357,35,41,38.81,2,3,web,billing,1,0.776,medium
C1358,24,56,117.3,2,2,call,technical,1,0.145,critical
C1359,23,52,116.35,5,3,call,account,1,0.964,critical
C1360,36,32,119.51,2,5,store,billing,1,0.126,medium
C1361,22,14,36.07,1,3,store,billing,1,0.455,medium
C1362,21,67,100.46,2,3,web,account,1,0.159,medium
C1363,36,60,113.66,2,1,store,technical,0,0.15,critical
C1364,28,44,53.91,3,1,web,account,1,0.968,critical
C1365,46,7,90.32,1,2,app,technical,1,0.572,critical
C1366,18,3,85.93,0,1,web,product,1,0.259,critical
C1367,33,23,154.48,3,3,store,account,0,0.776,high
C1368,41,12,157.36,3,5,web,billing,1,0.875,critical
C1369,68,62,31.75,2,3,call,account,1,0.918,critical
C1370,50,15,177.29,4,4,web,product,1,0.933,critical
C1371,63,21,57.97,2,5,app,account,1,0.906,critical
C1372,35,70,124.32,2,4,web,billing,0,0.639,medium
C1373,41,59,123.97,2,4,app,technical,1,0.342,medium
C1374,39,16,55.15,2,4,call,billing,1,0.926,critical
C1375,64,28,107.26,0,2,web,account,1,0.122,critical
C1376,67,37,86.24,2,3,web,billing,1,0.169,medium
C1377,68,48,109.4,3,2,web,billing,1,0.434,critical
C1378,57,67,98.07,2,4,app,account,1,0.284,medium
C1379,44,62,131.87,3,3,app,technical,1,0.616,high
C1380,46,70,92.64,0,5,web,product,1,0.905,critical
C1381,68,3,84.12,4,1,web,billing,1,0.491,critical
C1382,32,17,128.36,4,1,web,product,1,0.554,critical
C1383,36,40,110.31,0,4,web,billing,1,0.423,medium
C1384,64,4,115.61,3,4,call,technical,1,0.708,high
C1385,38,26,66.74,2,4,web,technical,0,0.101,medium
C1386,30,11,53.42,1,2,web,technical,0,0.049,critical
C1387,47,67,70.13,1,1,app,billing,0,0.641,critical
C1388,34,5,68.27,0,2,call,billing,1,0.535,critical
C1389,64,11,117.52,1,3,call,product,1,0.407,medium
C1390,65,14,124.16,0,3,web,billing,0,0.334,medium
C1391,33,11,84.57,4,5,app,billing,1,0.052,high
C1392,45,41,140.08,4,5,store,technical,1,0.681,high
C1393,69,26,137.9,2,4,store,technical,0,0.421,medium
C1394,56,65,98.52,0,1,web,product,1,0.445,critical
C1395,29,19,61.23,3,1,app,technical,1,0.893,critical
C1396,48,39,145.14,2,3,store,account,1,0.738,medium
C1397,50,47,87.86,3,4,app,product,1,0.219,high
C1398,51,45,94.42,2,4,call,account,1,0.657,medium
C1399,19,57,78.11,0,2,call,product,1,0.132,critical
C1400,33,15,58.86,1,1,call,billing,1,0.194,critical
C1401,62,37,38.6,2,2,app,account,1,0.714,critical
C1402,30,57,112.15,2,4,web,product,1,0.126,medium
C1403,33,62,62.58,4,5,web,product,1,0.28,high
C1404,34,44,197.08,0,5,call,billing,1,0.898,critical
C1405,27,47,51.99,1,3,store,billing,0,0.738,medium
C1406,26,62,45.99,1,1,store,product,1,0.929,critical
C1407,36,45,107.85,4,5,call,technical,0,0.882,critical
C1408,63,68,143.53,0,1,store,product,1,0.313,critical
C1409,18,10,92.26,3,2,call,technical,1,0.632,critical
C1410,32,25,110.03,2,5,web,technical,1,0.379,medium
C1411,21,8,25.48,4,3,app,billing,1,0.697,high
C1412,47,7,66.29,1,1,web,billing,1,0.348,critical
C1413,31,34,52.42,3,3,call,billing,1,0.001,high
C1414,59,17,23.67,2,1,app,account,1,0.094,critical
C1415,48,29,94.09,1,2,web,product,0,0.771,critical
C1416,58,32,20.0,2,5,web,account,1,0.084,medium
C1417,51,45,43.72,3,2,web,product,0,0.599,critical
C1418,40,68,71.2,2,5,store,product,1,0.858,critical
C1419,62,61,60.9,4,3,store,technical,0,0.741,high
C1420,42,27,103.87,3,4,web,account,1,0.413,high
C1421,67,24,100.7,0,4,app,account,1,0.209,medium
C1422,69,55,121.28,1,3,web,product,1,0.923,critical
